14:47:11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:14;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:15;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:16;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:17;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:18;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:19;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:20;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:21;98,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:22;98,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:23;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:24;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:25;98,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:26;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:27;98,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:28;99,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:29;98,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:30;98,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:31;98,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:32;98,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:33;98,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:34;98,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:35;99,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:36;99,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:37;99,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:38;99,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:39;99,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:40;99,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:41;99,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:42;99,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:43;99,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
14:47:44;99,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
